######## Translation table for ROC # 2
######## Tue Aug 12 09:43:47 EDT 1997
######## By uid=2420(burin) gid=15(users)
######## Version # 3
#bank	sector#	sd1#	sd2#	ind#	tag#	stat#	roc#	slot#	type	channel#
DC0 	5	26	70	0	52	0	2	8	1877	36
DC0 	5	28	70	0	52	0	2	8	1877	37
DC0 	5	30	70	0	52	0	2	8	1877	38
DC0 	5	29	70	0	52	0	2	8	1877	39
DC0 	5	27	66	0	52	0	2	8	1877	40
DC0 	5	25	66	0	52	0	2	8	1877	41
DC0 	5	26	65	0	52	0	2	8	1877	42
DC0 	5	28	65	0	52	0	2	8	1877	43
DC0 	5	30	65	0	52	0	2	8	1877	44
DC0 	5	29	65	0	52	0	2	8	1877	45
DC0 	5	27	65	0	52	0	2	8	1877	46
DC0 	5	25	65	0	52	0	2	8	1877	47
DC0 	5	26	92	0	52	0	2	8	1877	48
DC0 	5	28	92	0	52	0	2	8	1877	49
DC0 	5	30	92	0	52	0	2	8	1877	50
DC0 	5	29	92	0	52	0	2	8	1877	51
DC0 	5	27	92	0	52	0	2	8	1877	52
DC0 	5	25	92	0	52	0	2	8	1877	53
DC0 	5	26	91	0	52	0	2	8	1877	54
DC0 	5	28	91	0	52	0	2	8	1877	55
#bank	sector#	sd1#	sd2#	ind#	tag#	stat#	roc#	slot#	type	channel#
DC0 	5	30	95	0	52	0	2	8	1877	56
DC0 	5	29	95	0	52	0	2	8	1877	57
DC0 	5	27	95	0	52	0	2	8	1877	58
DC0 	5	25	95	0	52	0	2	8	1877	59
DC0 	5	26	94	0	52	0	2	8	1877	60
DC0 	5	28	94	0	52	0	2	8	1877	61
DC0 	5	30	94	0	52	0	2	8	1877	62
DC0 	5	29	94	0	52	0	2	8	1877	63
DC0 	5	27	90	0	52	0	2	8	1877	64
DC0 	5	25	90	0	52	0	2	8	1877	65
DC0 	5	26	89	0	52	0	2	8	1877	66
DC0 	5	28	89	0	52	0	2	8	1877	67
DC0 	5	30	89	0	52	0	2	8	1877	68
DC0 	5	29	89	0	52	0	2	8	1877	69
DC0 	5	27	89	0	52	0	2	8	1877	70
DC0 	5	25	89	0	52	0	2	8	1877	71
DC0 	5	26	84	0	52	0	2	8	1877	72
DC0 	5	28	84	0	52	0	2	8	1877	73
DC0 	5	30	84	0	52	0	2	8	1877	74
DC0 	5	29	84	0	52	0	2	8	1877	75
#bank	sector#	sd1#	sd2#	ind#	tag#	stat#	roc#	slot#	type	channel#
DC0 	5	27	84	0	52	0	2	8	1877	76
